Host_ID,Listings,Locations,Property_Count,Total_Reviews,Positive_Reviews,Negative_Reviews,Avg_Sentiment_Score,Avg_Cleanliness_Rating,Avg_Communication_Rating,Avg_Checkin_Rating,Avg_Location_Rating,Avg_Value_Rating,Avg_Price,Avg_Predicted_Price,Price_Delta,Host_Rating,Host_Quality_Score,Is_Superhost,Response_Rate,Avg_Amenities,Avg_Walk_Score,Avg_Lat,Avg_Long,Property_Types,Advantages,Disadvantages,Suggestions,Suggestion_Sources
19502321,677480542246461048,"Paris, Ile-de-France, France",1,3,1,2,0.618,4.59,4.3,4.41,4.44,3.94,765.0,659.3372461899207,-105.66,4.33,0.5564,0,70,43.0,56.3,48.83668,2.34601,entire_place,WiFi Available; Full Kitchen; Well Equipped,Cleanliness Issues; Below Average Rating; Slow Response; Remote Location,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued || [Communication]: Improve response time || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
19850326,4698776,"Paris, Ile-de-France, France",1,135,95,40,0.709,4.41,4.57,4.46,4.65,4.53,188.59,477.0105582154356,288.42,4.51,0.6608,0,100,22.0,75.3,48.84706,2.37772,entire_place,Great Location; WiFi Available; Full Kitchen; Parking Available; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
20073379,1095839091884665133,"Paris, Ile-de-France, France",2,6,5,1,0.971,4.56,4.56,4.68,4.75,4.71,452.06,547.9190826595911,95.86,4.72,0.9776,1,100,36.0,74.8,48.856,2.3665,entire_place,Superhost Status; WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (1x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
20858683,17316722,"Paris, Ile-de-France, France",1,2,1,1,0.656,4.1,4.26,3.96,4.07,3.74,116.0,547.1019488164777,431.1,4.0,0.6200000000000001,0,100,9.0,74.1,48.85871,2.37541,entire_place,WiFi Available; Full Kitchen; Quick Response,Below Average Rating; Overpriced; Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
21032667,744943509733187628,"Paris, Ile-de-France, France",1,11,8,3,0.751,4.71,4.91,4.89,5.0,4.62,270.51,322.2602772689396,51.75,4.91,0.6928000000000001,0,100,48.0,75.6,48.87218412464673,2.368280497582975,entire_place,Highly Rated (3x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
21141198,12757763,"Paris, Ile-de-France, France",1,188,187,1,0.997,4.79,5.0,4.99,5.0,5.0,184.14,276.49377893602104,92.35,4.97,0.9976,1,100,18.0,73.9,48.86668,2.35398,entire_place,Superhost Status; Highly Rated (56x); WiFi Available; Full Kitchen; Quick Response; Will Return (37x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
21630783,5752590; 23430594; 21692517; 8729696,"Paris, Ile-de-France, France",4,116,76,40,0.659,4.52,4.52,4.45,4.56,4.47,371.91,501.469701767218,129.56,4.54,0.5972,0,78,29.75,71.075,48.857035,2.3338975,entire_place,WiFi Available; Full Kitchen,Cleanliness Issues; Slow Response; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
22563088,47574663; 6234587,"Paris, Ile-de-France, France",2,705,504,201,0.716,4.41,4.45,4.55,4.64,4.59,466.13,872.161208318598,406.03,4.58,0.6664000000000001,0,100,44.0,82.75,48.860985,2.336715,entire_place,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
24294779,4744058,"Paris, Ile-de-France, France",1,171,126,45,0.738,4.84,5.0,4.81,4.79,4.63,344.47,751.1767280219742,406.71,4.79,0.6832,0,100,11.0,73.9,48.85722,2.33785,entire_place,WiFi Available; Air Conditioning; Full Kitchen; Quick Response,Overpriced; Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
24508929,1101303677021001185; 1091353464944459736,"Paris, Ile-de-France, France",2,45,44,1,0.986,4.83,5.0,4.83,5.0,4.95,214.92,288.4224984213163,73.5,4.87,0.9896,1,100,24.5,77.6,48.8561,2.35185,entire_place,Superhost Status; Highly Rated (13x); Great Location; WiFi Available; Full Kitchen; Quick Response; Will Return (9x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
26397147,5108396,"Paris, Ile-de-France, France",2,286,282,4,0.988,4.73,5.0,4.93,5.0,4.64,440.485,389.11661960892104,-51.37,4.88,0.9904,1,100,25.0,89.2,48.872,2.35956,entire_place,Superhost Status; Highly Rated (85x); Great Location; WiFi Available; Full Kitchen; Parking Available; Quick Response; Will Return (57x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
26959906,5211416,"Paris, Ile-de-France, France",1,53,33,20,0.626,4.68,4.78,5.0,5.0,4.93,191.9,238.31949556442288,46.42,4.87,0.5396,0,50,30.0,75.7,48.8598,2.3788,entire_place,Highly Rated (15x); Great Location; WiFi Available; Full Kitchen; Well Equipped,Cleanliness Issues; Slow Response,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time,Airbnb Resource Center | HostIQ Analysis
26990366,1030562130853787821,"Paris, Ile-de-France, France",1,1,0,1,0.76,4.96,5.0,5.0,5.0,4.73,339.62,806.7640397066837,467.14,5.0,0.7,0,100,46.0,75.2,48.861,2.3803,entire_place,Highly Rated (0x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
27176318,1066056159357621770,"Paris, Ile-de-France, France",2,6,4,2,0.712,4.85,4.87,5.0,5.0,4.88,362.8,404.15590848335825,41.36,5.0,0.64,0,80,5.0,90.1,48.86620086959349,2.358975339851398,entire_place,Highly Rated (1x); Great Location; WiFi Available; Full Kitchen,Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
27263973,37880435,"Paris, Ile-de-France, France",1,115,112,3,0.98,4.68,4.77,4.97,5.0,4.72,375.47,509.5654992819358,134.1,4.81,0.9848,1,100,50.0,85.5,48.8587,2.3503,entire_place,Superhost Status; Highly Rated (34x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (23x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
28284294,933097140796606465,"Paris, Ile-de-France, France",1,38,37,1,0.979,4.91,4.61,4.75,4.97,4.83,254.0,470.415821748176,216.42,4.8,0.984,1,100,34.0,75.1,48.8349,2.3487,entire_place,Superhost Status; Highly Rated (11x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (7x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
30620999,1131546755764000738,"Paris, Ile-de-France, France",1,13,9,4,0.729,4.71,4.56,4.79,4.8,4.66,137.79,98.28422490958374,-39.51,4.7,0.676,0,100,14.0,75.6,48.86017054004144,2.310657614951714,private_room,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Quick Response,Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
30761202,21223351,"Paris, Ile-de-France, France",1,39,28,11,0.736,4.71,4.72,4.95,4.9,4.54,231.05,354.46481919237283,123.41,4.77,0.6816,0,100,26.0,75.5,48.86373,2.35459,entire_place,Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
32370794,992797316026832361,"Paris, Ile-de-France, France",1,8,5,3,0.748,4.77,5.0,4.84,5.0,4.83,624.06,596.8949311262403,-27.17,4.88,0.6904,0,100,45.0,89.4,48.8639,2.3573,entire_place,Highly Rated (2x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests,Airbnb Resource Center | HostIQ Analysis
33375651,639885081245760540,"Paris, Ile-de-France, France",1,86,83,3,0.97,4.94,4.69,4.84,4.82,4.84,248.59,526.6422138338913,278.05,4.71,0.9768,1,100,34.0,75.5,48.8618,2.3413,entire_place,Superhost Status; Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (17x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
34605063,942717054581788258,"Paris, Ile-de-France, France",1,6,4,2,0.69,4.24,4.36,4.28,4.44,4.13,324.24,650.3109165724447,326.07,4.33,0.6464000000000001,0,100,23.0,75.6,48.8489,2.3687,entire_place,Great Location; Full Kitchen; Quick Response,Below Average Rating; Overpriced; WiFi Issues,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
35265386,6857305,"Paris, Ile-de-France, France",1,66,48,18,0.729,4.64,4.57,4.88,4.98,4.39,191.9,510.23916890141504,318.34,4.7,0.676,0,100,33.0,74.6,48.88267,2.36839,entire_place,WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
35622410,8397019,"Paris, Ile-de-France, France",1,215,212,3,0.989,4.94,4.76,4.89,4.92,4.85,263.0,74.17358268239903,-188.83,4.89,0.9912,1,100,21.0,73.9,48.85652,2.37471,entire_place,Superhost Status; Highly Rated (64x); WiFi Available; Full Kitchen; Parking Available; Quick Response; Will Return (43x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
35703414,922305187538410260,"Paris, Ile-de-France, France",1,35,34,1,0.992,4.99,4.98,5.0,5.0,4.87,516.7,776.0685444637223,259.37,4.92,0.9936,1,100,56.0,67.9,48.8402,2.3334,entire_place,Superhost Status; Highly Rated (10x); WiFi Available; Air Conditioning; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (7x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
35837917,6838781,"Paris, Ile-de-France, France",2,274,200,74,0.733,4.78,4.58,4.94,4.77,4.45,107.95,147.74851659855028,39.8,4.74,0.6792,0,100,22.0,83.6,48.8727,2.34717,unique_stay,Great Location; WiFi Available; Full Kitchen; Parking Available; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
36377252,860144682682633827,"Paris, Ile-de-France, France",1,9,6,3,0.749,5.0,4.92,4.85,4.98,4.65,150.18,299.2767947880115,149.1,4.89,0.6912,0,100,11.0,75.4,48.85447432574367,2.374501141841372,entire_place,Highly Rated (2x); Great Location; WiFi Available; Full Kitchen; Quick Response,Overpriced; Limited Amenities,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
36649073,684481901044002316,"Paris, Ile-de-France, France",1,21,13,8,0.622,4.88,4.85,4.85,4.85,4.74,116.0,589.2851010375521,473.29,4.83,0.5364,0,50,17.0,73.9,48.85834,2.37432,entire_place,Highly Rated (6x); WiFi Available; Full Kitchen,Cleanliness Issues; Slow Response; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
38136761,15370524,"Paris, Ile-de-France, France",2,46,34,12,0.756,5.0,5.0,5.0,5.0,4.7,294.265,90.07102179210156,-204.19,4.96,0.6968000000000001,0,100,38.0,75.0,48.8617,2.3746,entire_place,Highly Rated (13x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
40038394,981788918854763014,"Paris, Ile-de-France, France",1,7,5,2,0.76,4.9,5.0,5.0,5.0,5.0,559.25,316.4499851416648,-242.8,5.0,0.7,0,100,44.0,74.5,48.87232,2.36319,entire_place,Highly Rated (2x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
40491024,35727556,"Paris, Ile-de-France, France",2,46,46,0,1.0,4.91,5.0,5.0,5.0,4.9,218.16,391.22965085859767,173.07,5.0,1.0,1,100,57.0,75.05000000000001,48.8737,2.3518,entire_place,Superhost Status; Highly Rated (13x); Great Location; WiFi Available; Air Conditioning; Full Kitchen; Well Equipped; Quick Response; Will Return (9x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
42413128,8032766,"Paris, Ile-de-France, France",1,107,77,30,0.725,4.58,4.58,4.65,4.91,4.43,148.84,379.6013009494933,230.76,4.66,0.6728000000000001,0,100,30.0,75.6,48.86045,2.36002,entire_place,Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
43165461,916384800669857974,"Paris, Ile-de-France, France",1,3,2,1,0.751,5.0,4.96,4.91,4.96,5.0,124.0,443.43170459662787,319.43,4.91,0.6928000000000001,0,100,29.0,68.1,48.8562,2.3624,entire_place,Highly Rated (0x); WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
44056029,8358228,"Paris, Ile-de-France, France",1,45,34,11,0.76,4.74,4.91,4.95,5.0,4.86,629.0,384.53784717559904,-244.46,5.0,0.7,0,100,47.0,86.8,48.86725,2.33483,entire_place,Highly Rated (13x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
44114874,636860127174231482,"Paris, Ile-de-France, France",1,16,11,5,0.734,4.58,4.97,4.69,5.0,4.66,198.0,318.46321734033825,120.46,4.75,0.6799999999999999,0,100,29.0,73.8,48.8501,2.3529,entire_place,Full Kitchen; Parking Available; Quick Response,Overpriced; WiFi Issues,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
47331392,994835099986963495,"Paris, Ile-de-France, France",1,21,15,6,0.76,5.0,5.0,5.0,5.0,4.7,116.46,261.274149255475,144.81,5.0,0.7,0,100,19.0,74.2,48.86940296279705,2.371906564032434,entire_place,Highly Rated (6x); WiFi Available; Full Kitchen; Quick Response,Overpriced,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
47524898,1141235520673622434,"Paris, Ile-de-France, France",1,76,74,2,0.978,4.62,4.69,4.74,4.82,4.55,95.31,366.71493543710983,271.4,4.79,0.9832,1,100,30.0,75.6,48.85505,2.38333,entire_place,Superhost Status; Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (15x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
48760096,43027283,"Paris, Ile-de-France, France",1,73,71,2,0.98,5.0,4.83,4.83,5.0,4.81,139.65,131.03901948111448,-8.61,4.81,0.9848,1,100,38.0,74.1,48.88349,2.36243,entire_place,Superhost Status; Highly Rated (21x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (14x); Very Clean,No issues identified,Keep up the great work!,Airbnb Resource Center | HostIQ Analysis
50049238,1281836180574325141,"Paris, Ile-de-France, France",1,1,0,1,0.56,3.95,3.9,4.19,4.29,3.68,129.0,595.172237880462,466.17,4.0,0.5,0,60,19.0,86.6,48.86499939172683,2.34428087878258,entire_place,Great Location; WiFi Available; Full Kitchen,Cleanliness Issues; Below Average Rating; Slow Response; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
50502817,928851697118320254; 937582523986736489; 1163515424427570144; 1080347030003957452,"Paris, Ile-de-France, France",6,63,44,19,0.707,4.4,4.46,4.49,4.55,4.38,198.52166666666668,541.849704299591,343.33,4.49,0.6592,0,100,24.666666666666668,49.333333333333336,48.84777288223338,2.336733282880663,entire_place,WiFi Available; Full Kitchen; Quick Response,Below Average Rating; Remote Location; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
50978178,818056067401997330; 984688954199373851; 39193190; 20098499; 39192536...,"Paris, Ile-de-France, France",46,1650,1064,586,0.645,4.27,4.06,4.16,4.34,4.11,283.71173913043475,440.42040522151177,156.71,4.22,0.5956,0,86,19.60869565217391,78.09782608695652,48.86226341620647,2.342604936715045,entire_place,Great Location; WiFi Available; Full Kitchen,Cleanliness Issues; Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Communication]: Improve response time || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
51567288,1104176013499574988; 1104173732967898773; 53286084; 544165548715558681; 719378129299322452...,"Paris, Ile-de-France, France",14,518,364,154,0.703,4.41,4.66,4.59,4.72,4.51,444.4557142857143,523.5810139263696,79.13,4.45,0.656,0,100,37.92857142857143,75.61428571428571,48.86601327003291,2.3410099194761833,entire_place,Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,Below Average Rating; Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
53323515,18132057; 18132748,"Paris, Ile-de-France, France",2,47,46,1,0.989,4.91,4.75,4.86,5.0,4.7,739.0,455.4684181610802,-283.53,4.89,0.9912,1,100,27.0,74.35,48.8567,2.3419,entire_place,Superhost Status; Highly Rated (14x); WiFi Available; Air Conditioning; Full Kitchen; Quick Response; Will Return (9x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
57732148,13042208,"Paris, Ile-de-France, France",1,21,15,6,0.732,4.82,4.86,4.64,5.0,4.9,432.76,636.6350875832211,203.88,4.73,0.6784000000000001,0,100,28.0,74.9,48.88297,2.36003,entire_place,WiFi Available; Full Kitchen; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
57765537,755671755081695745,"Paris, Ile-de-France, France",1,157,154,3,0.982,5.0,5.0,4.94,5.0,4.46,246.34,240.55340023202544,-5.79,4.83,0.9864,1,100,35.0,75.3,48.8692,2.3549,entire_place,Superhost Status; Highly Rated (47x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response; Will Return (31x); Very Clean,No issues identified,Keep up the great work!,Airbnb Resource Center | HostIQ Analysis
58315168,1109185664052606831,"Paris, Ile-de-France, France",1,14,14,0,1.0,4.78,4.95,5.0,5.0,5.0,434.15,573.972778576529,139.82,5.0,1.0,1,100,25.0,74.7,48.85839976389477,2.364792018876807,entire_place,Superhost Status; Highly Rated (4x); WiFi Available; Full Kitchen; Quick Response; Will Return (2x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
58810407,40473430,"Paris, Ile-de-France, France",1,363,352,11,0.971,4.94,4.88,4.74,4.77,4.66,199.0,375.5614511031472,176.56,4.72,0.9776,1,100,18.0,74.0,48.86734,2.35386,entire_place,Superhost Status; WiFi Available; Full Kitchen; Quick Response; Will Return (72x); Very Clean,Overpriced,[Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities,Airbnb Resource Center | HostIQ Analysis
59003029,14929010; 11312005,"Paris, Ile-de-France, France",2,141,98,43,0.702,4.32,4.76,4.44,4.53,4.12,337.65999999999997,917.4485780526092,579.79,4.51,0.6517999999999999,0,97,30.5,88.05,48.853015,2.345165,entire_place,Great Location; WiFi Available; Air Conditioning; Full Kitchen; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
69907184,15947555,"Paris, Ile-de-France, France",2,760,745,15,0.981,5.0,4.87,4.97,4.87,4.61,119.11,78.90341985088918,-40.21,4.82,0.9856,1,100,42.0,74.25,48.85592,2.38086,private_room,Superhost Status; Highly Rated (228x); WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (152x); Very Clean,No issues identified,Keep up the great work!,Airbnb Resource Center | HostIQ Analysis
70765574,1261990363341407917,"Paris, Ile-de-France, France",1,14,9,5,0.697,4.36,4.58,4.57,4.57,4.49,65.0,345.11114319427634,280.11,4.39,0.6512,0,100,15.0,74.5,48.87027,2.36232,entire_place,Full Kitchen; Quick Response,Below Average Rating; Overpriced; WiFi Issues,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market || [Amenities]: Add more amenities || [Quality]: Focus on guest experience for Superhost status,Airbnb Resource Center | HostIQ Analysis
71533056,664142102734230107,"Paris, Ile-de-France, France",1,24,23,1,0.988,5.0,4.9,4.98,5.0,5.0,172.0,121.99936629216046,-50.0,4.88,0.9904,1,100,42.0,75.3,48.8542,2.3651,entire_place,Superhost Status; Highly Rated (7x); Great Location; WiFi Available; Full Kitchen; Parking Available; Well Equipped; Quick Response; Will Return (4x); Very Clean,No issues identified,[Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
71681849,875302382893584111,"Paris, Ile-de-France, France",1,33,24,9,0.738,4.78,4.94,4.91,5.0,4.94,231.0,144.83499759501342,-86.17,4.79,0.6832,0,100,30.0,78.7,48.85762295068531,2.358015197407255,entire_place,Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,No issues identified,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider raising price - currently undervalued,Airbnb Resource Center | HostIQ Analysis
73485865,52562631,"Paris, Ile-de-France, France",1,48,35,13,0.74,4.62,5.0,4.8,4.95,4.74,213.0,451.7847501229688,238.78,4.81,0.6848000000000001,0,100,30.0,75.7,48.868,2.3551,entire_place,Highly Rated (14x); Great Location; WiFi Available; Full Kitchen; Well Equipped; Quick Response,Overpriced,[Cleanliness]: Improve cleaning standards between guests || [Pricing]: Consider lowering price - currently above market,Airbnb Resource Center | HostIQ Analysis
